genres,app_name,title,early_access,id,year
Action,TAROTICA VOO DOO,TAROTICA VOO DOO,False,603280,2017
Adventure,TAROTICA VOO DOO,TAROTICA VOO DOO,False,603280,2017
Indie,TAROTICA VOO DOO,TAROTICA VOO DOO,False,603280,2017
RPG,TAROTICA VOO DOO,TAROTICA VOO DOO,False,603280,2017
Casual,Chronicles of Vinland,Chronicles of Vinland,True,753110,2017
Strategy,Chronicles of Vinland,Chronicles of Vinland,True,753110,2017
Early Access,Chronicles of Vinland,Chronicles of Vinland,True,753110,2017
Action,Orbitality,Orbitality,False,753100,2017
Indie,Orbitality,Orbitality,False,753100,2017
Action,Atomic Adam: Episode 1,Atomic Adam: Episode 1,False,764280,2017
Adventure,Atomic Adam: Episode 1,Atomic Adam: Episode 1,False,764280,2017
Casual,Atomic Adam: Episode 1,Atomic Adam: Episode 1,False,764280,2017
Action,Advent Rising,Advent Rising,False,3800,2005
Indie,DEFCON,DEFCON,False,1520,2006
Strategy,DEFCON,DEFCON,False,1520,2006
Action,The Ship: Single Player,The Ship: Single Player,False,2420,2006
Indie,The Ship: Single Player,The Ship: Single Player,False,2420,2006
RPG,The Ship: Single Player,The Ship: Single Player,False,2420,2006
Indie,Garry's Mod,Garry's Mod,False,4000,2006
Simulation,Garry's Mod,Garry's Mod,False,4000,2006
Racing,RACE - The WTCC Game,RACE - The WTCC Game,False,4230,2006
Casual,Zen of Sudoku,Zen of Sudoku,False,4900,2006
Indie,Zen of Sudoku,Zen of Sudoku,False,4900,2006
Casual,Gumboy - Crazy Adventures™,Gumboy - Crazy Adventures™,False,2520,2006
Indie,Gumboy - Crazy Adventures™,Gumboy - Crazy Adventures™,False,2520,2006
Strategy,Ghost Master®,Ghost Master®,False,6200,2003
Strategy,Vegas: Make It Big™,Vegas: Make It Big™,False,6210,2006
Adventure,Dreamfall: The Longest Journey,Dreamfall: The Longest Journey,False,6300,2006
RPG,Dreamfall: The Longest Journey,Dreamfall: The Longest Journey,False,6300,2006
Racing,FlatOut 2™,FlatOut 2™,False,2990,2006
Racing,FlatOut,FlatOut,False,6220,2005
Action,Lost Planet™: Extreme Condition,Lost Planet™: Extreme Condition,False,6510,2007
Adventure,Lost Planet™: Extreme Condition,Lost Planet™: Extreme Condition,False,6510,2007
Strategy,CivCity: Rome,CivCity: Rome,False,3980,2006
RPG,Arx Fatalis,Arx Fatalis,False,1700,2002
Action,The Longest Journey,The Longest Journey,False,6310,2000
Adventure,The Longest Journey,The Longest Journey,False,6310,2000
RPG,The Longest Journey,The Longest Journey,False,6310,2000
Strategy,Civilization IV®: Warlords,Civilization IV®: Warlords,False,3990,2006
Strategy,Railroad Tycoon 3,Railroad Tycoon 3,False,7610,2003
Strategy,Sid Meier's Railroads!,Sid Meier's Railroads!,False,7600,2006
Strategy,Railroad Tycoon II Platinum,Railroad Tycoon II Platinum,False,7620,1998
Strategy,X-COM: Terror From the Deep,X-COM: Terror From the Deep,False,7650,1995
Action,Tomb Raider: Anniversary,Tomb Raider: Anniversary,False,8000,2007
Adventure,Tomb Raider: Anniversary,Tomb Raider: Anniversary,False,8000,2007
Action,Devil May Cry® 3 Special Edition,Devil May Cry® 3 Special Edition,False,6550,2006
Action,Sam & Max 101: Culture Shock,Sam &amp; Max 101: Culture Shock,False,8200,2006
Adventure,Sam & Max 101: Culture Shock,Sam &amp; Max 101: Culture Shock,False,8200,2006
Action,Final DOOM,Final DOOM,False,2290,1996
Action,Sam & Max 102: Situation: Comedy,Sam &amp; Max 102: Situation: Comedy,False,8210,2006
Adventure,Sam & Max 102: Situation: Comedy,Sam &amp; Max 102: Situation: Comedy,False,8210,2006
Action,Ultimate Doom,Ultimate Doom,False,2280,1995
Action,Master Levels for Doom II,Master Levels for Doom II,False,9160,1995
Action,DOOM II,DOOM II,False,2300,1994
Action,Wolfenstein 3D,Wolfenstein 3D,False,2270,1994
Action,Return to Castle Wolfenstein,Return to Castle Wolfenstein,False,9010,2001
Action,QUAKE Mission Pack 1: Scourge of Armagon,QUAKE Mission Pack 1: Scourge of Armagon,False,9040,1997
Action,Spear of Destiny,Spear of Destiny,False,9000,1993
Action,BloodRayne,BloodRayne,False,3810,2003
Action,QUAKE Mission Pack 2: Dissolution of Eternity,QUAKE Mission Pack 2: Dissolution of Eternity,False,9030,2007
Action,QUAKE,QUAKE,False,2310,2007
Strategy,Genesis Rising,Genesis Rising,False,3230,2007
Strategy,"Warhammer® 40,000: Dawn of War® – Winter Assault","Warhammer® 40,000: Dawn of War® – Winter Assault",False,9310,2006
Action,BioShock™,BioShock™,False,7670,2007
RPG,BioShock™,BioShock™,False,7670,2007
Strategy,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition","Warhammer® 40,000: Dawn of War® - Game of the Year Edition",False,4570,2006
Strategy,"Warhammer® 40,000: Dawn of War® - Dark Crusade","Warhammer® 40,000: Dawn of War® - Dark Crusade",False,4580,2006
Strategy,Rome: Total War™ - Collection,Rome: Total War™ - Collection,False,4760,2004
Strategy,Rome: Total War™ - Alexander,Rome: Total War™ - Alexander,False,4770,2006
Casual,Mystery Case Files: Madame Fate®,Mystery Case Files: Madame Fate®,False,50970,2007
Action,Manhunt,Manhunt,False,12130,2004
Racing,Midnight Club 2,Midnight Club 2,False,12160,2003
Action,Max Payne 2: The Fall of Max Payne,Max Payne 2: The Fall of Max Payne,False,12150,2003
Action,Tomb Raider: Legend,Tomb Raider: Legend,False,7000,2006
Adventure,Tomb Raider: Legend,Tomb Raider: Legend,False,7000,2006
Action,Max Payne,Max Payne,False,12140,2001
Strategy,Command & Conquer: Red Alert 3,Command &amp; Conquer: Red Alert 3,False,17480,2008
Casual,PuzzleQuest: Challenge of the Warlords,PuzzleQuest: Challenge of the Warlords,False,12500,2007
RPG,Culpa Innata,Culpa Innata,False,12310,2007
Casual,Culpa Innata,Culpa Innata,False,12310,2007
Adventure,Culpa Innata,Culpa Innata,False,12310,2007
Strategy,Prison Tycoon 3™: Lockdown,Prison Tycoon 3™: Lockdown,False,12510,2007
Action,Hunting Unlimited™ 2008,Hunting Unlimited™ 2008,False,12530,2007
Adventure,Hunting Unlimited™ 2008,Hunting Unlimited™ 2008,False,12530,2007
Strategy,Hunting Unlimited™ 2008,Hunting Unlimited™ 2008,False,12530,2007
Racing,18 Wheels of Steel: American Long Haul,18 Wheels of Steel: American Long Haul,False,12520,2007
Action,Conflict: Denied Ops,Conflict: Denied Ops,False,8100,2008
Action,ARMA: Combat Operations,ARMA: Combat Operations,False,2780,2007
Action,Desperados 2: Cooper's Revenge,Desperados 2: Cooper's Revenge,False,9710,2006
Action,Death to Spies,Death to Spies,False,9800,2007
Adventure,Death to Spies,Death to Spies,False,9800,2007
Action,Act of War: High Treason,Act of War: High Treason,False,9760,2006
Simulation,RollerCoaster Tycoon® 3: Platinum,RollerCoaster Tycoon® 3: Platinum,False,2700,2006
Strategy,RollerCoaster Tycoon® 3: Platinum,RollerCoaster Tycoon® 3: Platinum,False,2700,2006
Action,Act of War: Direct Action,Act of War: Direct Action,False,2710,2005
Action,Unreal 2: The Awakening,Unreal 2: The Awakening,False,13200,2003
Action,Unreal Gold,Unreal Gold,False,13250,1998
Casual,Ninja Reflex: Steamworks Edition,Ninja Reflex: Steamworks Edition,False,13000,2008
Indie,Ninja Reflex: Steamworks Edition,Ninja Reflex: Steamworks Edition,False,13000,2008
Action,Tom Clancy's Splinter Cell®,Tom Clancy's Splinter Cell®,False,13560,2003
Action,Far Cry®,Far Cry®,False,13520,2004
Action,Unreal Tournament: Game of the Year Edition,Unreal Tournament: Game of the Year Edition,False,13240,2000
Action,Tom Clancy's Rainbow Six® Vegas,Tom Clancy's Rainbow Six® Vegas,False,13540,2006
Simulation,Silent Hunter® III,Silent Hunter® III,False,15210,2005
Casual,Virtual Villagers - The Secret City,Virtual Villagers - The Secret City,False,16180,2008
Simulation,Virtual Villagers - The Secret City,Virtual Villagers - The Secret City,False,16180,2008
Casual,Mystery P.I.™ - The Vegas Heist,Mystery P.I.™ - The Vegas Heist,False,3520,2008
Casual,Luxor,Luxor,False,15970,2008
Casual,Reaxxion,Reaxxion,False,15950,2008
Casual,Little Farm,Little Farm,False,15960,2008
Casual,7 Wonders II,7 Wonders II,False,15900,2008
Casual,Luxor Amun Rising,Luxor Amun Rising,False,15910,2005
Casual,Luxor 3,Luxor 3,False,15930,2007
Simulation,Petz® Horsez® 2,Petz® Horsez® 2,False,15160,2007
Casual,Luxor 2,Luxor 2,False,15920,2005
Action,Rayman Raving Rabbids™,Rayman Raving Rabbids™,False,15080,2007
Adventure,Rayman Raving Rabbids™,Rayman Raving Rabbids™,False,15080,2007
Simulation,Silent Hunter®: Wolves of the Pacific,Silent Hunter®: Wolves of the Pacific,False,15200,2007
Simulation,IL-2 Sturmovik: 1946,IL-2 Sturmovik: 1946,False,15320,2006
Simulation,Silent Hunter®: Wolves of the Pacific U-Boat Missions,Silent Hunter®: Wolves of the Pacific U-Boat Missions,False,15240,2008
Adventure,Bone: Out From Boneville,Bone: Out From Boneville,False,8310,2005
Racing,Midnight Outlaw: 6 Hours to SunUp,Midnight Outlaw: 6 Hours to SunUp,False,12600,2005
Adventure,Bone: The Great Cow Race,Bone: The Great Cow Race,False,8320,2006
Racing,Sprint Cars Road to Knoxville,Sprint Cars Road to Knoxville,False,12590,2008
Simulation,Ride! Carnival Tycoon,Ride! Carnival Tycoon,False,12560,2007
Casual,Mahjongg Investigations: Under Suspicion,Mahjongg Investigations: Under Suspicion,False,12540,2007
Adventure,Dracula Origin,Dracula Origin,False,11050,2008
Adventure,Sherlock Holmes - Nemesis,Sherlock Holmes - Nemesis,False,11040,2008
RPG,Sherlock Holmes - Nemesis,Sherlock Holmes - Nemesis,False,11040,2008
Adventure,Eternity's Child,Eternity's Child,False,19500,2008
Indie,Eternity's Child,Eternity's Child,False,19500,2008
Simulation,Pacific Storm Allies,Pacific Storm Allies,False,11260,2007
Strategy,Pacific Storm Allies,Pacific Storm Allies,False,11260,2007
Action,Tank Universal,Tank Universal,False,19200,2008
Indie,Tank Universal,Tank Universal,False,19200,2008
Racing,FlatOut: Ultimate Carnage,FlatOut: Ultimate Carnage,False,12360,2008
Adventure,Oddworld: Abe's Exoddus®,Oddworld: Abe's Exoddus®,False,15710,1998
Adventure,Oddworld: Abe's Oddysee®,Oddworld: Abe's Oddysee®,False,15700,1997
Racing,GTR Evolution Expansion Pack for RACE 07,GTR Evolution Expansion Pack for RACE 07,False,8660,2008
Strategy,X-COM: Enforcer,X-COM: Enforcer,False,7770,2001
Strategy,X-COM: Apocalypse,X-COM: Apocalypse,False,7660,1997
Strategy,X-COM: UFO Defense,X-COM: UFO Defense,False,7760,1993
Action,S.T.A.L.K.E.R.: Clear Sky,S.T.A.L.K.E.R.: Clear Sky,False,20510,2008
RPG,S.T.A.L.K.E.R.: Clear Sky,S.T.A.L.K.E.R.: Clear Sky,False,20510,2008
Action,Crysis Warhead®,Crysis Warhead®,False,17330,2008
Action,Crysis,Crysis,False,17300,2007
Strategy,X-COM: Interceptor,X-COM: Interceptor,False,7730,1998
Action,The Witcher: Enhanced Edition Director's Cut,The Witcher: Enhanced Edition Director's Cut,False,20900,2008
RPG,The Witcher: Enhanced Edition Director's Cut,The Witcher: Enhanced Edition Director's Cut,False,20900,2008
Indie,Multiwinia,Multiwinia,False,1530,2008
Racing,STCC - The Game 1 - Expansion Pack for RACE 07,STCC - The Game 1 - Expansion Pack for RACE 07,False,8690,2008
Strategy,Children of the Nile: Alexandria,Children of the Nile: Alexandria,False,17120,2008
Simulation,Children of the Nile: Alexandria,Children of the Nile: Alexandria,False,17120,2008
Strategy,Sid Meier's Civilization IV: Colonization,Sid Meier's Civilization IV: Colonization,False,16810,2008
Action,Tom Clancy's Rainbow Six® 3 Gold,Tom Clancy's Rainbow Six® 3 Gold,False,19830,2003
Action,LEGO Batman,LEGO Batman,False,21000,2008
Adventure,LEGO Batman,LEGO Batman,False,21000,2008
Simulation,City Life 2008,City Life 2008,False,4460,2008
Strategy,City Life 2008,City Life 2008,False,4460,2008
RPG,Hinterland,Hinterland,False,17140,2008
Strategy,Hinterland,Hinterland,False,17140,2008
Action,Brothers in Arms: Hell's Highway™,Brothers in Arms: Hell's Highway™,False,15390,2008
Indie,Gravitron 2,Gravitron 2,False,21300,2008
Casual,Gravitron 2,Gravitron 2,False,21300,2008
Racing,Xpand Rally Xtreme,Xpand Rally Xtreme,False,3050,2006
Strategy,Heroes of Might & Magic V: Hammers of Fate,Heroes of Might &amp; Magic V: Hammers of Fate,False,15380,2006
Action,Brothers in Arms: Earned in Blood™,Brothers in Arms: Earned in Blood™,False,19800,2005
Strategy,Heroes of Might & Magic V: Tribes of the East,Heroes of Might &amp; Magic V: Tribes of the East,False,15370,2007
Strategy,The Settlers®: Rise Of An Empire Gold Edition,The Settlers®: Rise Of An Empire Gold Edition,False,19930,2008
Casual,Brain Spa,Brain Spa,False,15350,2007
Action,The Sum of All Fears,The Sum of All Fears,False,19810,2002
Casual,Peggle™ Nights,Peggle™ Nights,False,3540,2008
Indie,World of Goo,World of Goo,False,22000,2008
Action,X3: Terran Conflict,X3: Terran Conflict,False,2820,2008
Simulation,X3: Terran Conflict,X3: Terran Conflict,False,2820,2008
Strategy,X3: Terran Conflict,X3: Terran Conflict,False,2820,2008
Action,Mare Nostrum,Mare Nostrum,False,1230,2008
Casual,Spectraball,Spectraball,False,18300,2008
Indie,Spectraball,Spectraball,False,18300,2008
Indie,Galactic Bowling,Galactic Bowling,False,20200,2008
Casual,Galactic Bowling,Galactic Bowling,False,20200,2008
Sports,Galactic Bowling,Galactic Bowling,False,20200,2008
Action,Bully: Scholarship Edition,Bully: Scholarship Edition,False,12200,2008
Adventure,Bully: Scholarship Edition,Bully: Scholarship Edition,False,12200,2008
Action,Far Cry® 2: Fortune's Edition,Far Cry® 2: Fortune's Edition,False,19900,2008
Action,Space Trader: Merchant Marine,Space Trader: Merchant Marine,False,11240,2008
Indie,Space Trader: Merchant Marine,Space Trader: Merchant Marine,False,11240,2008
Strategy,Space Trader: Merchant Marine,Space Trader: Merchant Marine,False,11240,2008
Simulation,PRR Wagon Pack 01,PRR Wagon Pack 01,False,256522,2009
Simulation,"Class 421 London South East ""Jaffa Cake""","Class 421 London South East ""Jaffa Cake""",False,275144,2009
Simulation,ATSF Wagon Pack 01,ATSF Wagon Pack 01,False,256521,2009
Simulation,GP20 Union Pacific Add-on Livery,GP20 Union Pacific Add-on Livery,False,222569,2009
Simulation,UK Van Wagon Pack,UK Van Wagon Pack,False,256535,2009
Simulation,CSX SD70MAC Add-on Livery,CSX SD70MAC Add-on Livery,False,256611,2009
Simulation,CSX ES44AC Add-on Livery,CSX ES44AC Add-on Livery,False,256576,2009
Action,Saints Row 2,Saints Row 2,False,9480,2009
Action,Dead Space,Dead Space,False,17470,2008
RPG,Rise of the Argonauts,Rise of the Argonauts,False,12770,2008
Action,Mirror's Edge™,Mirror's Edge™,False,17410,2009
Adventure,Mirror's Edge™,Mirror's Edge™,False,17410,2009
Indie,Defense Grid: The Awakening,Defense Grid: The Awakening,False,18500,2008
Strategy,Defense Grid: The Awakening,Defense Grid: The Awakening,False,18500,2008
Action,F.E.A.R. 2: Project Origin,F.E.A.R. 2: Project Origin,False,16450,2009
Strategy,Harvest: Massive Encounter,Harvest: Massive Encounter,False,15400,2008
Indie,Harvest: Massive Encounter,Harvest: Massive Encounter,False,15400,2008
Indie,Mayhem Intergalactic,Mayhem Intergalactic,False,18600,2007
Strategy,Mayhem Intergalactic,Mayhem Intergalactic,False,18600,2007
Action,Larva Mortus,Larva Mortus,False,11340,2009
Indie,Larva Mortus,Larva Mortus,False,11340,2009
Strategy,Knights of Honor,Knights of Honor,False,25830,2005
Action,Ceville,Ceville,False,23460,2009
Adventure,Ceville,Ceville,False,23460,2009
Strategy,Ceville,Ceville,False,23460,2009
Strategy,Empire: Total War™ - Special Forces Units & Bonus Content,Empire: Total War™ - Special Forces Units &amp; Bonus Content,False,10600,2009
Action,Watchmen: The End is Nigh,Watchmen: The End is Nigh,False,21010,2009
Action,Penumbra Overture,Penumbra Overture,False,22180,2007
Adventure,Penumbra Overture,Penumbra Overture,False,22180,2007
Indie,Penumbra Overture,Penumbra Overture,False,22180,2007
Action,Unreal Tournament 3 Black,Unreal Tournament 3 Black,False,13210,2007
RPG,Drakensang,Drakensang,False,12640,2009
Indie,The Graveyard,The Graveyard,False,27020,2008
Simulation,The Graveyard,The Graveyard,False,27020,2008
Racing,Burnout Paradise: The Ultimate Box,Burnout Paradise: The Ultimate Box,False,24740,2009
Action,The Maw,The Maw,False,26000,2009
Indie,The Maw,The Maw,False,26000,2009
Action,The Maw: River Redirect,The Maw: River Redirect,False,26006,2009
Indie,The Maw: River Redirect,The Maw: River Redirect,False,26006,2009
Action,The Maw: Brute Force,The Maw: Brute Force,False,26005,2009
Indie,The Maw: Brute Force,The Maw: Brute Force,False,26005,2009
Casual,Obulis,Obulis,False,11330,2009
Indie,Obulis,Obulis,False,11330,2009
Indie,Space Giraffe,Space Giraffe,False,27800,2009
Simulation,Codename: Panzers - Cold War,Codename: Panzers - Cold War,False,9850,2009
Strategy,Codename: Panzers - Cold War,Codename: Panzers - Cold War,False,9850,2009
Casual,Escape Rosecliff Island,Escape Rosecliff Island,False,3600,2009
RPG,Guild Wars Nightfall,Guild Wars Nightfall®,False,29580,2006
Massively Multiplayer,Guild Wars Nightfall,Guild Wars Nightfall®,False,29580,2006
RPG,Guild Wars,Guild Wars® Game of the Year Edition,False,29540,2005
Massively Multiplayer,Guild Wars,Guild Wars® Game of the Year Edition,False,29540,2005
RPG,Guild Wars Factions,Guild Wars Factions®,False,29560,2006
Massively Multiplayer,Guild Wars Factions,Guild Wars Factions®,False,29560,2006
Massively Multiplayer,Guild Wars Trilogy,Guild Wars Trilogy,False,29570,2008
RPG,Guild Wars Trilogy,Guild Wars Trilogy,False,29570,2008
Casual,Puzzle Kingdoms,Puzzle Kingdoms,False,23700,2009
Casual,Samantha Swift and the Golden Touch,Samantha Swift and the Golden Touch,False,16060,2009
RPG,Two Worlds Epic Edition,Two Worlds Epic Edition,False,1930,2009
Strategy,Helldorado,Helldorado,False,18470,2009
Action,X-Blades,X-Blades,False,7510,2009
Adventure,X-Blades,X-Blades,False,7510,2009
RPG,X-Blades,X-Blades,False,7510,2009
Action,Zeno Clash,Zeno Clash,False,22200,2009
Indie,Zeno Clash,Zeno Clash,False,22200,2009
Indie,The Maw: Speeder Lane,The Maw: Speeder Lane,False,26007,2009
RPG,King's Bounty: The Legend,King's Bounty: The Legend,False,25900,2008
Strategy,King's Bounty: The Legend,King's Bounty: The Legend,False,25900,2008
Casual,Virtual Families,Virtual Families,False,16200,2009
Simulation,Virtual Families,Virtual Families,False,16200,2009
Racing,Death Track®: Resurrection,Death Track®: Resurrection,False,7840,2009
RPG,Freedom Force vs. the Third Reich,Freedom Force vs. the Third Reich,False,8890,2005
Strategy,Freedom Force vs. the Third Reich,Freedom Force vs. the Third Reich,False,8890,2005
RPG,Freedom Force,Freedom Force,False,8880,2002
Strategy,Freedom Force,Freedom Force,False,8880,2002
Indie,Light of Altair,Light of Altair,False,34500,2009
Simulation,Light of Altair,Light of Altair,False,34500,2009
Strategy,Light of Altair,Light of Altair,False,34500,2009
Action,Darkest Hour: Europe '44-'45,Darkest Hour: Europe '44-'45,False,1280,2009
Simulation,Darkest Hour: Europe '44-'45,Darkest Hour: Europe '44-'45,False,1280,2009
Action,Prototype™,Prototype™,False,10150,2009
Adventure,Prototype™,Prototype™,False,10150,2009
Adventure,Blueberry Garden,Blueberry Garden,False,29160,NaT
Indie,Blueberry Garden,Blueberry Garden,False,29160,NaT
Strategy,Port Royale 2,Port Royale 2,False,12470,2004
RPG,The Elder Scrolls IV: Oblivion® Game of the Year Edition,The Elder Scrolls IV: Oblivion® Game of the Year Edition,False,22330,2007
RPG,The Elder Scrolls III: Morrowind® Game of the Year Edition,The Elder Scrolls III: Morrowind® Game of the Year Edition,False,22320,2002
Adventure,Ankh 2: Heart of Osiris,Ankh 2: Heart of Osiris,False,12440,2007
Simulation,Armored Fist 3,Armored Fist 3,False,32710,1999
Simulation,MiG-29 Fulcrum,MiG-29 Fulcrum,False,32740,1998
Strategy,BC Kings,BC Kings,False,12460,2008
Action,Call of Juarez®: Bound in Blood,Call of Juarez®: Bound in Blood,False,21980,2009
Adventure,Nancy Drew®: Legend of the Crystal Skull,Nancy Drew®: Legend of the Crystal Skull,False,31860,2007
Adventure,Nancy Drew®: The Creature of Kapu Cave,Nancy Drew®: The Creature of Kapu Cave,False,31900,2006
Adventure,Nancy Drew®: The Phantom of Venice,Nancy Drew®: The Phantom of Venice,False,31920,2008
